path,bytes,sha256
analysis_pack/AGENT_PROMPT.md,3759,c55fe383532d5e6f24a1d0999497d5f7aa8a74ee3362dae15f3bdfad182a860a
analysis_pack/MANIFEST.csv,6706,f6f22995cb0d3cd65a719d4301d50a9783aa5e102200991b77ffe485fd7cec51
analysis_pack/README.md,7204,2c194cc06603949ece0b53819f3f32ef0ca684cf2053a7cca311ec288b746c3c
analysis_pack/SCHEMA.md,4602,c7d1d51e30ddb85e70bda1ce1af167c6c282c8783077986b19ebb5ad3c654bee
analysis_pack/nightmare_sails/nightmare_sails_items_catalog.csv,326406,4ac8dde2d4a16141de9d5eb9ddc1f69e6bdeee54d1f458037e2159e13411c6f5
analysis_pack/nightmare_sails/nightmare_sails_override_report.csv,176022,6a35611b1c77e73764873af8e5c35689e0f9b4d12c807d3f067e568e1c7bd8a7
analysis_pack/nightmare_sails/nightmare_sails_tree_tiers.csv,56217,1ec5cb4744d9ca41a806288b79da140271cb5c12b672bb61d398958e765593ba
analysis_pack/nightmare_sails/nightmare_sails_troop_equipment_audit.csv,4705324,f6f100af43b2756713dd6d373fa8387ce041e8c27f9dbf17969121952817adb4
analysis_pack/nightmare_sails/nightmare_sails_troops.csv,259674,8d73376d0371c61ac917cab6fa9654ebf7240753f1a8326dd5eada3cd0c5ed69
analysis_pack/nightmare_sails/nightmare_sails_upgrade_edges.csv,9193,874acba9d4eac12bdd6cba87ed120c7bc43bc94157b9f409b935350308e37cf6
analysis_pack/realm_of_thrones/realm_of_thrones_items_catalog.csv,441937,ce58eb55e5c1d448c4cde15bb362dcd2f600b1e8d4271dbb2d1adfd0b43e83b4
analysis_pack/realm_of_thrones/realm_of_thrones_override_report.csv,349836,8d69270251ca83c05bcfbd2d1e800ea4c1df2bde6c5203122009474e0fba6a62
analysis_pack/realm_of_thrones/realm_of_thrones_tree_tiers.csv,212968,ec46e71b1c877c9ec4ed0fa1b4649496f7e9f0ebc8bd247ec035a476a1a9d3ce
analysis_pack/realm_of_thrones/realm_of_thrones_troop_equipment_audit.csv,13115265,e08edca636e27df34fbb00fb7d6fc6f83f974846374fb286740460aa540a678f
analysis_pack/realm_of_thrones/realm_of_thrones_troops.csv,847329,63ea983998e25aa0e6f8c0747bf42e44440f695bbe1fec717074e7ba64e42810
analysis_pack/realm_of_thrones/realm_of_thrones_upgrade_edges.csv,31757,ef1e58897724cb9022aa0bcbf7104d27519c1e6d49d5993e0b820e0a8ef82edd
analysis_pack/taom/taom_items_catalog.csv,869557,2feb5e3dc3181ea7989e628f14592d119a9fa460f97c862fd0e5e49689bf5c74
analysis_pack/taom/taom_override_report.csv,234838,7d5e8a8806e369a8d5486421ba56b43f32aec4bdef4dc877b116e211da3c3e3b
analysis_pack/taom/taom_tree_tiers.csv,232357,404b7b8090790c7e7951984e6905b6bb00dadb3c96854d3963513e696673fc17
analysis_pack/taom/taom_troop_equipment_audit.csv,11053597,61181cfa637886783a0807ca631fab7cbbb7a7e3cff8ac0782be1c299021c993
analysis_pack/taom/taom_troops.csv,796558,48fb68bda82fb0260f99d1de38c47656f521441885bf13f67cab6d3f8bfc84bf
analysis_pack/taom/taom_upgrade_edges.csv,36601,c1729d224b0e75541b330b560327c164ae31d8ed643201c9e24e168dcbfe0a42
analysis_pack/vanilla/vanilla_items_catalog.csv,277380,78362875f40c148cbfac92749d44c7828fc370db40ef30b24b427e08d3a8d0a4
analysis_pack/vanilla/vanilla_override_report.csv,108075,421a1a6797d13e6e34ccc1f2e2189bf5c6f678fc5329f45ef38f3656e752a0d9
analysis_pack/vanilla/vanilla_tree_tiers.csv,55531,07e367ca6d25d6718d9d964b84eec427fa48f45de5a678f39e190fbb6ef49a87
analysis_pack/vanilla/vanilla_troop_equipment_audit.csv,4539729,9483c1f2f25192709f3886619d0c092a443c760e8871fe687047a913b58ab813
analysis_pack/vanilla/vanilla_troops.csv,252750,edaad2f7c33f3e761b2f2b1d4d924c8b3f43e26f8313e94ff44d4733bba60402
analysis_pack/vanilla/vanilla_upgrade_edges.csv,8259,64cf210793caa5118cf8c5fbab14739451e7ba8128a5ed7deeb0aa8e9d5f3104
data/nightmare_sails/audit/nightmare_sails_crafted_item_pieces.csv,141603,4a7925c531df1280e4528f26610a793654bb8ab31eb19bc3b8466b25cc951c26
data/nightmare_sails/audit/nightmare_sails_equipment_rosters.csv,1060736,0ebe442bc107b4e8af322e762f1e93f9102e1041bc6b5124e54a47b2a4e7c225
data/nightmare_sails/audit/nightmare_sails_items_catalog.csv,326406,4ac8dde2d4a16141de9d5eb9ddc1f69e6bdeee54d1f458037e2159e13411c6f5
data/nightmare_sails/audit/nightmare_sails_items_crafted.csv,208312,40c6a309f7cf5428c666d60403421a509994cbc10f8e99c55edeb73bfdccdc7e
data/nightmare_sails/audit/nightmare_sails_items_direct.csv,500997,49766f423e63d785da1101c2f8be6684877aaffed9f6ef0a0aa18b1f48babbe4
data/nightmare_sails/audit/nightmare_sails_known_gaps_xslt.csv,36,2d70a5b5c6bea32c9b13170ff7010bb23ad13926249c1c3f42dce442a8557e59
data/nightmare_sails/audit/nightmare_sails_override_report.csv,176022,6a35611b1c77e73764873af8e5c35689e0f9b4d12c807d3f067e568e1c7bd8a7
data/nightmare_sails/audit/nightmare_sails_roster_audit_summary.csv,1238798,0f3bb8bf0cf6b4d3e8a9c336060c2706e5315428efbe47cd96ed1c70050f61a4
data/nightmare_sails/audit/nightmare_sails_sanity_check_table.csv,3038,f7aa89ec446bb9726df48f775f97bfed7d89e82144f6f5b0052d94b6b8578821
data/nightmare_sails/audit/nightmare_sails_tree_tiers.csv,56217,1ec5cb4744d9ca41a806288b79da140271cb5c12b672bb61d398958e765593ba
data/nightmare_sails/audit/nightmare_sails_troop_equipment_audit.csv,4705324,f6f100af43b2756713dd6d373fa8387ce041e8c27f9dbf17969121952817adb4
data/nightmare_sails/audit/nightmare_sails_troops.csv,259674,8d73376d0371c61ac917cab6fa9654ebf7240753f1a8326dd5eada3cd0c5ed69
data/nightmare_sails/audit/nightmare_sails_unknown_items_review_queue.csv,116,c288550d014fe8c4c7d8afe917bfff3ecd0d614ab12d51783e2870b2f969e106
data/nightmare_sails/audit/nightmare_sails_upgrade_edges.csv,9193,874acba9d4eac12bdd6cba87ed120c7bc43bc94157b9f409b935350308e37cf6
data/nightmare_sails/raw_xml/MANIFEST.md,417,357d2499b29c68e1c2253444df2ccf9ffd1e2a053053b002959504524f85e4f2
data/nightmare_sails/raw_xml/manifest.csv,850104,d0734fb7ca60c5a239c9c975065177ddc97f67fd50420664dd2f9f668326139f
data/nightmare_sails/raw_xml/manifest_modules.csv,371,303317e380a0b16bc818938163684668e1ac3374645ee0043bde37b7e8cde500
data/realm_of_thrones/audit/realm_of_thrones_crafted_item_pieces.csv,106030,497277d1140ff604ce9af761299bff4cf60e929a6ff55da923ff3858923eb516
data/realm_of_thrones/audit/realm_of_thrones_equipment_rosters.csv,3113907,c348272b860c25466db5f849db3ac0e52d11a648a66e3afe3839fb4a04812e8a
data/realm_of_thrones/audit/realm_of_thrones_items_catalog.csv,441937,ce58eb55e5c1d448c4cde15bb362dcd2f600b1e8d4271dbb2d1adfd0b43e83b4
data/realm_of_thrones/audit/realm_of_thrones_items_crafted.csv,151807,b645c469c0db1c1e66e85a1bd94f2ec54b72778287c23b1b02634550dbf20e62
data/realm_of_thrones/audit/realm_of_thrones_items_direct.csv,490590,b54ad317034d2e3efa5bdb30581130e8ac2ea10c482fc9710f08f55ae28f6a49
data/realm_of_thrones/audit/realm_of_thrones_known_gaps_xslt.csv,36,2d70a5b5c6bea32c9b13170ff7010bb23ad13926249c1c3f42dce442a8557e59
